Gene_ID,gene_symbol,gene_type,CTCFBSKO_rep4,CTCFBSKO_rep5,WT_rep4,WT_rep5
ENSMUSG00000083884,Gm15388,processed_pseudogene,0,1,0,0
ENSMUSG00000080729,Gm8084,unprocessed_pseudogene,0,0,0,1
ENSMUSG00000073601,Serpinb3c,protein_coding,0,0,1,0
ENSMUSG00000087210,Gm15391,lincRNA,0,0,0,2
ENSMUSG00000067001,Serpinb7,protein_coding,1,4,5,1
ENSMUSG00000100041,Gm5702,processed_pseudogene,0,0,0,2
ENSMUSG00000100025,Gm8141,processed_pseudogene,7,15,5,12
ENSMUSG00000047216,Cdh19,protein_coding,0,3,0,0
ENSMUSG00000102160,Gm36944,TEC,7,0,0,0
ENSMUSG00000100555,Gm8173,processed_pseudogene,0,0,3,0
ENSMUSG00000038702,Dsel,protein_coding,3,3,5,8
ENSMUSG00000101875,Gm6028,processed_pseudogene,5,1,4,0
ENSMUSG00000101054,Gm18406,processed_pseudogene,13,0,0,0
ENSMUSG00000099884,Gm8204,processed_pseudogene,0,2,0,0
ENSMUSG00000101687,Gm4854,processed_pseudogene,0,1,0,0
ENSMUSG00000070695,Cntnap5a,protein_coding,0,6,0,1
ENSMUSG00000026374,Tsn,protein_coding,185,152,141,236
ENSMUSG00000026377,Nifk,protein_coding,114,109,116,177
ENSMUSG00000099936,Gm28867,lincRNA,0,2,0,1
ENSMUSG00000077257,Gm26080,snoRNA,10,2,0,3
ENSMUSG00000080542,Gm22710,snRNA,33,18,22,26
ENSMUSG00000100770,Gm28466,processed_pseudogene,1,3,2,5
ENSMUSG00000026380,Tfcp2l1,protein_coding,0,1,4,0
ENSMUSG00000048402,Gli2,protein_coding,0,1,0,0
ENSMUSG00000096939,Gm8321,processed_pseudogene,0,1,1,0
ENSMUSG00000099860,Gm29456,lincRNA,0,0,5,1
ENSMUSG00000004451,Ralb,protein_coding,41,31,27,47
ENSMUSG00000098447,Gm27184,antisense,0,3,0,0
ENSMUSG00000098923,Tmem185b,protein_coding,2,2,1,1
ENSMUSG00000101731,3830432H09Rik,lincRNA,0,2,0,2
ENSMUSG00000026383,Epb4.1l5,protein_coding,12,14,6,26
ENSMUSG00000091876,Gm3851,processed_pseudogene,0,1,0,1
ENSMUSG00000103146,Gm37745,TEC,1,8,4,11
ENSMUSG00000100636,Gm3551,processed_pseudogene,0,0,0,1
ENSMUSG00000036975,Tmem177,protein_coding,22,17,21,23
ENSMUSG00000036962,Cfap221,protein_coding,0,2,0,0
ENSMUSG00000026387,Sctr,protein_coding,0,1,0,0
ENSMUSG00000026385,Dbi,protein_coding,23,53,53,55
ENSMUSG00000026388,3110009E18Rik,protein_coding,28,14,13,5
ENSMUSG00000026389,Steap3,protein_coding,2,9,4,15
ENSMUSG00000101275,1700012E03Rik,lincRNA,0,4,0,1
ENSMUSG00000026390,Marco,protein_coding,0,3,7,6
ENSMUSG00000097881,Celrr,lincRNA,0,2,0,0
ENSMUSG00000104332,Gm38283,TEC,1,0,0,0
ENSMUSG00000003721,Insig2,protein_coding,45,54,57,77
ENSMUSG00000104253,Gm37174,TEC,0,16,5,10
ENSMUSG00000101791,2210011K15Rik,lincRNA,0,1,0,0
ENSMUSG00000085857,Gm15392,antisense,0,0,7,5
ENSMUSG00000050534,Htr5b,protein_coding,0,1,0,0
ENSMUSG00000081130,Gm8217,processed_pseudogene,0,0,0,2
ENSMUSG00000001674,Ddx18,protein_coding,85,84,107,152
ENSMUSG00000099960,Gm28590,lincRNA,1,0,0,3
ENSMUSG00000036815,Dpp10,protein_coding,4,0,2,3
ENSMUSG00000102801,Gm37478,TEC,0,0,2,0
ENSMUSG00000101985,Gm28929,processed_pseudogene,0,1,0,0
ENSMUSG00000026342,Slc35f5,protein_coding,20,12,10,19
ENSMUSG00000049690,Nckap5,protein_coding,0,1,1,1
ENSMUSG00000101600,4930599A14Rik,lincRNA,0,0,2,1
ENSMUSG00000036155,Mgat5,protein_coding,164,142,166,206
ENSMUSG00000104039,Gm37772,TEC,3,2,0,2
ENSMUSG00000104378,Gm37510,TEC,17,9,5,0
ENSMUSG00000099471,Gm8451,processed_pseudogene,1,8,1,3
ENSMUSG00000065687,Gm23734,snoRNA,4,8,5,6
ENSMUSG00000103390,Gm38301,TEC,3,1,1,4
ENSMUSG00000026347,Tmem163,protein_coding,121,139,151,163
ENSMUSG00000026348,Acmsd,protein_coding,0,0,1,2
ENSMUSG00000051590,Map3k19,protein_coding,57,55,67,80
ENSMUSG00000036086,Zranb3,protein_coding,12,17,32,17
ENSMUSG00000099760,Gm28800,antisense,0,0,2,0
ENSMUSG00000104164,Gm38248,TEC,6,5,0,3
ENSMUSG00000058603,Rpl28-ps1,processed_pseudogene,10,11,15,9
ENSMUSG00000102782,Gm37625,TEC,6,0,4,0
ENSMUSG00000103999,Gm38026,TEC,0,1,0,1
ENSMUSG00000101535,Gm29383,processed_pseudogene,0,0,1,0
ENSMUSG00000104239,Gm37588,TEC,0,0,4,0
ENSMUSG00000102179,Gm37868,TEC,0,8,0,4
ENSMUSG00000103497,Gm37407,TEC,0,1,0,1
ENSMUSG00000065520,Mir128-1,miRNA,0,0,0,1
ENSMUSG00000026354,Lct,protein_coding,0,5,0,0
ENSMUSG00000100078,Gm6170,processed_pseudogene,28,21,21,33
ENSMUSG00000099403,Gm29599,processed_pseudogene,0,0,0,5
ENSMUSG00000042581,Thsd7b,protein_coding,10,2,7,1
ENSMUSG00000103742,Gm38240,TEC,0,2,0,0
ENSMUSG00000094122,Rpl31-ps9,processed_pseudogene,0,0,5,0
ENSMUSG00000103281,Gm37278,TEC,3,0,2,0
ENSMUSG00000026401,Daf2,protein_coding,0,1,0,1
ENSMUSG00000087691,Gm15674,antisense,34,60,19,50
ENSMUSG00000086825,Gm15675,lincRNA,64,144,87,134
ENSMUSG00000085526,Gm16083,antisense,0,5,0,0
ENSMUSG00000102139,Gm37109,TEC,1,1,0,2
ENSMUSG00000103751,Gm37283,TEC,8,2,2,1
ENSMUSG00000042554,Zp3r,protein_coding,0,1,0,0
ENSMUSG00000026409,Pfkfb2,protein_coding,40,25,11,15
ENSMUSG00000046404,Yod1,protein_coding,19,45,47,64
ENSMUSG00000104515,Gm37163,TEC,0,0,0,1
ENSMUSG00000042510,AA986860,protein_coding,0,0,2,3
ENSMUSG00000026415,Fcamr,protein_coding,2,26,15,47
ENSMUSG00000086706,Gm15848,antisense,26,39,9,43
ENSMUSG00000026417,Pigr,protein_coding,20,20,23,20
ENSMUSG00000026420,Il24,protein_coding,4,13,14,35
ENSMUSG00000016524,Il19,protein_coding,0,0,0,1
ENSMUSG00000016529,Il10,protein_coding,0,0,0,3
ENSMUSG00000088705,Gm25549,snRNA,0,0,1,0
ENSMUSG00000102856,Gm37084,TEC,37,35,19,31
ENSMUSG00000016526,Dyrk3,protein_coding,13,7,5,17
ENSMUSG00000026427,Eif2d,protein_coding,151,176,197,165
ENSMUSG00000101729,Gm17796,processed_pseudogene,0,0,3,0
ENSMUSG00000042349,Ikbke,protein_coding,43,60,53,44
ENSMUSG00000102055,Gm28913,antisense,5,0,0,0
ENSMUSG00000026425,Srgap2,protein_coding,83,62,73,131
ENSMUSG00000102733,Gm38262,TEC,0,0,0,3
ENSMUSG00000104060,Gm37954,TEC,3,3,0,1
ENSMUSG00000101778,Gm29488,sense_intronic,1,0,0,2
ENSMUSG00000055184,Fam72a,protein_coding,0,4,0,4
ENSMUSG00000026432,Avpr1b,protein_coding,0,0,1,0
ENSMUSG00000095841,Gm8532,processed_pseudogene,0,3,4,0
ENSMUSG00000004552,Ctse,protein_coding,52,62,41,67
ENSMUSG00000052688,Rab7b,protein_coding,0,0,4,1
ENSMUSG00000042268,Slc26a9,protein_coding,0,0,4,0
ENSMUSG00000042251,Pm20d1,protein_coding,0,3,2,0
ENSMUSG00000013275,Slc41a1,protein_coding,97,92,143,155
ENSMUSG00000026433,Rab29,protein_coding,23,52,73,52
ENSMUSG00000103569,Gm38067,TEC,18,10,14,22
ENSMUSG00000026435,Slc45a3,protein_coding,0,0,1,0
ENSMUSG00000103966,Gm37120,TEC,0,0,2,3
ENSMUSG00000026437,Cdk18,protein_coding,0,0,2,1
ENSMUSG00000079330,Lemd1,protein_coding,0,2,4,0
ENSMUSG00000089808,Gm7241,processed_pseudogene,0,0,3,7
ENSMUSG00000042115,Klhdc8a,protein_coding,0,1,6,0
ENSMUSG00000042066,Tmcc2,protein_coding,27,53,18,33
ENSMUSG00000042046,Dstyk,protein_coding,52,56,54,79
ENSMUSG00000048174,Tmem81,protein_coding,29,35,16,29
ENSMUSG00000053024,Cntn2,protein_coding,0,1,2,0
ENSMUSG00000026442,Nfasc,protein_coding,0,1,1,5
ENSMUSG00000101126,Gm10538,antisense,0,0,1,2
ENSMUSG00000088911,Gm22609,snoRNA,0,1,0,0
ENSMUSG00000100228,Gm29257,processed_pseudogene,6,1,10,15
ENSMUSG00000101102,Gm28609,antisense,2,3,3,0
ENSMUSG00000041757,Plekha6,protein_coding,8,8,1,9
ENSMUSG00000098306,Gm28040,protein_coding,0,0,4,0
ENSMUSG00000070645,Ren1,protein_coding,0,0,3,0
ENSMUSG00000070643,Sox13,protein_coding,6,0,0,0
ENSMUSG00000090553,Snrpe,protein_coding,158,110,99,113
ENSMUSG00000102976,Zc3h11a,protein_coding,24,28,22,44
ENSMUSG00000094410,Gm38394,protein_coding,0,12,0,8
ENSMUSG00000026463,Atp2b4,protein_coding,0,4,1,7
ENSMUSG00000103166,Gm10537,TEC,0,1,0,0
ENSMUSG00000010311,Optc,protein_coding,0,4,0,0
ENSMUSG00000090208,Gm15851,antisense,0,0,1,0
ENSMUSG00000100987,Gm1627,lincRNA,0,0,0,2
ENSMUSG00000099507,Gm18970,processed_pseudogene,0,3,0,0
ENSMUSG00000041559,Fmod,protein_coding,0,3,2,0
ENSMUSG00000102380,Gm38140,TEC,3,10,6,8
ENSMUSG00000073559,Gm8618,processed_pseudogene,5,5,15,7
ENSMUSG00000026450,Chit1,protein_coding,0,1,0,0
ENSMUSG00000064246,Chil1,protein_coding,0,0,3,8
ENSMUSG00000042451,Mybph,protein_coding,4,0,0,0
ENSMUSG00000026458,Ppfia4,protein_coding,3,7,10,3
ENSMUSG00000042305,Tmem183a,protein_coding,129,173,174,195
ENSMUSG00000026456,Cyb5r1,protein_coding,18,24,58,38
ENSMUSG00000101061,Platr1,lincRNA,3,0,0,0
ENSMUSG00000102722,Gm37935,TEC,0,0,0,1
ENSMUSG00000026455,Klhl12,protein_coding,44,101,85,119
ENSMUSG00000042229,Rabif,protein_coding,90,79,88,73
ENSMUSG00000077202,Gm25612,snoRNA,0,1,0,2
ENSMUSG00000096712,Gm15454,processed_pseudogene,2,0,4,0
ENSMUSG00000026452,Syt2,protein_coding,0,0,0,2
ENSMUSG00000073557,Ppp1r12b,protein_coding,61,78,74,109
ENSMUSG00000103614,Gm37949,TEC,0,0,0,3
ENSMUSG00000103976,Gm37677,TEC,8,6,2,38
ENSMUSG00000026429,Ube2t,protein_coding,4,14,14,21
ENSMUSG00000042793,Lgr6,protein_coding,0,6,12,0
ENSMUSG00000097993,Ptprv,processed_transcript,3,8,12,10
ENSMUSG00000031506,Ptpn7,protein_coding,193,150,100,162
ENSMUSG00000087721,Gm26280,rRNA,6,5,9,3
ENSMUSG00000085311,Gm15445,antisense,2,1,9,5
ENSMUSG00000026424,Gpr37l1,protein_coding,3,0,0,7
ENSMUSG00000079139,Gm4204,processed_pseudogene,33,56,63,62
ENSMUSG00000097680,Gm26642,antisense,0,3,0,2
ENSMUSG00000003051,Elf3,protein_coding,0,0,5,1
ENSMUSG00000041926,Rnpep,protein_coding,44,71,63,64
ENSMUSG00000062580,Timm17a,protein_coding,37,40,31,71
ENSMUSG00000048096,Lmod1,protein_coding,3,2,9,0
ENSMUSG00000041889,Shisa4,protein_coding,0,2,0,4
ENSMUSG00000100620,Gm28277,sense_intronic,0,1,0,0
ENSMUSG00000009418,Nav1,protein_coding,0,1,0,8
ENSMUSG00000104524,Gm37333,TEC,0,1,0,0
ENSMUSG00000026421,Csrp1,protein_coding,139,132,109,114
ENSMUSG00000041801,Phlda3,protein_coding,0,0,3,0
ENSMUSG00000041782,Lad1,protein_coding,0,1,0,0
ENSMUSG00000026414,Tnnt2,protein_coding,0,0,2,3
ENSMUSG00000026413,Pkp1,protein_coding,0,5,1,2
ENSMUSG00000102414,Gm36938,TEC,0,0,0,4
ENSMUSG00000051985,Igfn1,protein_coding,0,0,10,4
ENSMUSG00000026411,Tmem9,protein_coding,23,24,43,35
ENSMUSG00000026407,Cacna1s,protein_coding,0,0,1,3
ENSMUSG00000086264,Gm15850,processed_transcript,4,2,11,1
ENSMUSG00000087230,Mroh3,protein_coding,0,4,10,1
ENSMUSG00000041605,5730559C18Rik,protein_coding,0,3,1,2
ENSMUSG00000097433,Gm26781,antisense,0,2,0,9
ENSMUSG00000052759,Gpr25,protein_coding,0,1,0,0
ENSMUSG00000097403,9230116N13Rik,processed_transcript,8,7,13,5
ENSMUSG00000026404,Ddx59,protein_coding,39,21,53,61
ENSMUSG00000041498,Kif14,protein_coding,16,8,1,5
ENSMUSG00000099337,Gm29486,processed_pseudogene,0,1,0,0
ENSMUSG00000101413,Gm29485,processed_pseudogene,0,1,0,0
ENSMUSG00000097229,Platr23,lincRNA,0,5,0,1
ENSMUSG00000041483,Zfp281,protein_coding,160,161,152,194
ENSMUSG00000097113,Gm19705,lincRNA,0,0,4,0
ENSMUSG00000104360,Gm8762,processed_pseudogene,1,3,1,6
ENSMUSG00000026398,Nr5a2,protein_coding,0,0,4,0
ENSMUSG00000098243,Gm4258,processed_transcript,2,7,5,1
ENSMUSG00000104118,Gm37298,TEC,0,14,2,2
ENSMUSG00000098045,Gm26979,lincRNA,0,1,0,0
ENSMUSG00000103038,Gm37124,TEC,0,2,2,0
ENSMUSG00000102277,A130050O07Rik,TEC,0,2,2,2
ENSMUSG00000098145,Gm26936,lincRNA,0,0,0,3
ENSMUSG00000102142,Gm26930,sense_intronic,4,1,0,5
ENSMUSG00000104145,D130019J16Rik,TEC,0,8,14,3
ENSMUSG00000103427,Gm37534,TEC,2,12,0,8
ENSMUSG00000098206,A430106G13Rik,lincRNA,0,0,3,1
ENSMUSG00000104197,Gm37632,TEC,0,0,6,1
ENSMUSG00000104291,A130071D04Rik,TEC,94,189,86,119
ENSMUSG00000099459,Gm28556,lincRNA,9,2,5,1
ENSMUSG00000099510,Gm28501,antisense,0,2,0,1
ENSMUSG00000102651,Gm37080,TEC,0,2,12,1
ENSMUSG00000102448,Gm37101,TEC,9,17,8,1
ENSMUSG00000100459,Gm5833,lincRNA,0,0,6,0
ENSMUSG00000019230,Lhx9,protein_coding,0,1,0,0
ENSMUSG00000079283,2310009B15Rik,protein_coding,14,7,13,24
ENSMUSG00000104436,Gm37423,processed_transcript,12,16,3,3
ENSMUSG00000104900,AC117623.1,sense_intronic,0,7,0,1
ENSMUSG00000102626,Gm18553,processed_pseudogene,0,0,1,0
ENSMUSG00000085361,Gm16305,processed_pseudogene,1,0,1,1
ENSMUSG00000102157,Gm37470,TEC,5,8,2,11
ENSMUSG00000105936,RP23-114L12.4,TEC,15,5,9,4
ENSMUSG00000102451,Gm37655,TEC,3,2,3,5
ENSMUSG00000102243,Gm37718,TEC,0,10,6,2
ENSMUSG00000063681,Crb1,protein_coding,0,1,0,2
ENSMUSG00000102661,Gm34816,lincRNA,0,0,4,0
ENSMUSG00000033964,Zbtb41,protein_coding,125,124,160,135
ENSMUSG00000033952,Aspm,protein_coding,7,19,27,27
ENSMUSG00000026368,F13b,protein_coding,0,2,0,0
ENSMUSG00000104496,Gm5837,processed_pseudogene,8,0,1,1
ENSMUSG00000026365,Cfh,protein_coding,0,0,6,0
ENSMUSG00000102698,Gm37777,TEC,6,0,0,0
ENSMUSG00000103858,Gm37604,TEC,0,0,0,1
ENSMUSG00000099671,Gm18183,processed_pseudogene,0,3,1,0
ENSMUSG00000101795,Gm5835,processed_pseudogene,20,15,23,22
ENSMUSG00000033849,B3galt2,protein_coding,14,20,17,11
ENSMUSG00000089640,Gm6397,processed_pseudogene,0,6,4,2
ENSMUSG00000018196,Glrx2,protein_coding,41,61,41,45
ENSMUSG00000018199,Trove2,protein_coding,21,22,17,6
ENSMUSG00000018189,Uchl5,protein_coding,83,65,87,118
ENSMUSG00000100455,Gm29170,sense_intronic,39,49,35,65
ENSMUSG00000051079,Rgs13,protein_coding,18,19,12,18
ENSMUSG00000100441,Gm7266,processed_pseudogene,0,4,0,0
ENSMUSG00000088096,Gm23672,snRNA,9,0,0,0
ENSMUSG00000026357,Rgs18,protein_coding,29,22,19,25
ENSMUSG00000101049,Gm8856,processed_pseudogene,1,8,23,1
ENSMUSG00000097130,Gm5262,processed_pseudogene,0,0,1,0
ENSMUSG00000101661,Gm28392,processed_pseudogene,0,1,0,0
ENSMUSG00000035131,Brinp3,protein_coding,0,1,2,0
ENSMUSG00000087627,A230059L01Rik,processed_transcript,1,0,4,2
ENSMUSG00000085822,Gm15584,antisense,0,0,0,1
ENSMUSG00000101735,Gm18505,processed_pseudogene,5,1,0,0
ENSMUSG00000099842,Gm4034,processed_pseudogene,4,0,0,1
ENSMUSG00000082588,Gm15443,processed_pseudogene,0,1,1,0
ENSMUSG00000056220,Pla2g4a,protein_coding,2,4,7,2
ENSMUSG00000099701,Gm19136,processed_pseudogene,0,1,0,0
ENSMUSG00000032487,Ptgs2,protein_coding,0,0,0,8
ENSMUSG00000101199,Gm9687,processed_pseudogene,0,2,0,0
ENSMUSG00000097754,Ptgs2os2,lincRNA,0,1,1,0
ENSMUSG00000099875,Gm15453,processed_pseudogene,10,12,4,6
ENSMUSG00000102990,Gm37764,TEC,0,1,0,0
ENSMUSG00000006010,BC003331,protein_coding,120,109,69,107
ENSMUSG00000006014,Prg4,protein_coding,5,0,13,6
ENSMUSG00000101519,Ska2l-ps,processed_pseudogene,0,0,0,3
ENSMUSG00000066842,Hmcn1,protein_coding,0,4,3,2
ENSMUSG00000097426,Gm8941,processed_pseudogene,0,3,0,0
ENSMUSG00000100954,Gm10138,antisense,38,31,16,11
ENSMUSG00000052748,Swt1,protein_coding,201,152,129,223
ENSMUSG00000103928,Gm37893,TEC,20,13,12,8
ENSMUSG00000103238,Gm36527,TEC,54,36,44,55
ENSMUSG00000100551,Gm19503,processed_pseudogene,0,0,0,5
ENSMUSG00000026483,Fam129a,protein_coding,1,6,13,22
